Study,Month,Year,Date,Lat,Long,Top20m_Temp,Top20m_Salinity,NEAR_DIST,MarketSquid,JackMackerel,NorthernAnchovy,PacificMackerel,PacificHerring,PacificSardine,PacificSaury
JSOES,May,1999,1999-05-18,47.92397,-124.9551,10.45543499,31.89708986,18422.25254,0,0,0,1,0,0,0
JSOES,May,1999,1999-05-18,47.90805,-125.0857,9.95122509,32.25319996,28166.17849,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-19,46.97942,-124.3068,11.03456488,26.54499006,10039.09705,0,0,0,0,1,0,0
JSOES,May,1999,1999-05-19,47.00952,-124.4187,10.92880502,28.56972008,18557.59446,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-19,46.9933,-124.5564,10.6202251,29.82717505,29025.2999,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-19,46.99428,-124.692,10.63079495,31.45883503,39340.03194,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-19,46.97462,-124.8127,10.41289997,31.77631493,48451.99583,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-20,46.1614,-124.0777,11.62335009,27.68016667,7620.111318,1,0,0,0,1,0,0
JSOES,May,1999,1999-05-20,46.13702,-124.1606,10.60881009,29.94009495,12887.1632,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-20,46.1608,-124.2188,11.10018997,28.15728521,14146.06597,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-20,46.13468,-124.3388,11.56368999,26.07181492,23585.84921,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-20,46.16363,-124.4507,11.26405997,26.22469006,30360.55872,1,0,0,0,1,0,0
JSOES,May,1999,1999-05-20,46.14072,-124.5536,10.808395,28.3953001,38690.18445,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-20,46.1602,-124.6837,10.9913249,30.2076952,47620.39585,1,0,0,0,1,0,0
JSOES,May,1999,1999-05-21,46.13802,-124.9228,10.03715,30.95646,66160.08737,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-21,46.15855,-125.169,11.21517005,31.70535479,84456.38175,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-22,45.47938,-124.0052,10.28141985,31.05326977,2100.742467,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-22,45.47497,-124.0363,10.21257491,31.15328531,3733.935289,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-22,45.4725,-124.0893,10.98014994,29.89854994,7639.254509,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-22,45.47849,-124.2096,11.30979004,30.24193497,17047.01552,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-22,45.46,-124.3242,11.71661491,30.39845972,25893.91676,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-23,44.65168,-124.1736,8.584729862,32.82652988,7779.147555,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-23,44.64722,-124.2888,9.463999939,31.90109024,16748.9209,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-23,44.6077,-124.4054,10.03406491,31.51010981,25653.20437,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-23,44.648,-124.516,11.48238502,31.28784008,34603.11624,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-24,45.47483,-124.4466,11.63161006,29.8355998,35499.01356,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-25,46.15813,-124.4611,10.23176489,30.76618032,31335.07822,1,1,0,0,1,0,0
JSOES,May,1999,1999-05-25,46.16215,-124.9109,12.27880492,31.372995,64722.39627,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-25,45.83062,-124.6921,11.83478003,30.33513479,53550.88921,0,0,0,0,0,0,0
JSOES,May,1999,1999-05-25,45.84167,-124.9304,11.51883497,31.3976553,71506.68866,1,0,0,0,0,0,0
JSOES,May,1999,1999-05-25,45.65435,-124.6937,11.51923003,30.74875479,55602.07346,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-16,47.87627,-124.7436,11.08431001,31.13792019,7545.466799,1,0,0,0,1,0,0
JSOES,June,1999,1999-06-16,47.89683,-124.7925,10.40251994,31.66884985,8866.575119,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-16,47.9005,-124.885,9.710695028,31.96850519,15270.11893,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-16,47.88935,-124.9601,12.35782499,31.64431477,20588.62493,0,0,0,0,1,1,0
JSOES,June,1999,1999-06-16,47.90263,-125.081,10.65522504,32.01208525,28039.3123,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-16,47.89333,-125.1913,11.89358501,31.75041523,36177.35781,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-16,47.90322,-125.31,12.0686101,31.64841967,44464.21681,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-17,47.0108,-124.8149,12.13665495,31.65446014,48662.96401,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-17,47.00965,-124.9238,12.0866251,32.05609474,56943.68039,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-17,47.00673,-125.0385,12.53509498,31.97556467,65569.0845,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-17,47.88965,-124.8801,10.91489005,30.96872492,15247.09421,0,1,0,0,1,0,0
JSOES,June,1999,1999-06-17,47.90473,-124.9588,9.900684929,32.05896006,19621.66038,0,1,0,0,0,0,0
JSOES,June,1999,1999-06-18,47.00195,-124.322,11.56009493,29.56341505,11203.82932,1,0,0,0,1,0,0
JSOES,June,1999,1999-06-18,46.97957,-124.4227,11.69870505,30.41274996,18857.3344,0,0,0,0,0,1,0
JSOES,June,1999,1999-06-18,47.005,-124.5475,12.65051003,30.3823699,28348.80164,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-18,47.00027,-124.6966,11.68305998,31.57128992,39692.29661,0,1,0,0,1,1,0
JSOES,June,1999,1999-06-18,46.6649,-124.1736,10.02001998,31.36184998,8031.861536,1,0,0,0,1,0,0
JSOES,June,1999,1999-06-18,46.66603,-124.2861,11.39755502,31.34596996,16533.59626,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-19,46.16905,-124.0771,10.21385994,31.30241518,7215.687257,0,0,1,0,1,0,0
JSOES,June,1999,1999-06-19,46.17275,-124.1456,11.629005,27.99549513,9016.110245,1,0,1,0,0,0,0
JSOES,June,1999,1999-06-19,46.17583,-124.2174,9.936330032,30.8071599,13162.79437,1,0,0,0,1,0,0
JSOES,June,1999,1999-06-19,46.15828,-124.3387,12.17413001,28.15314989,22467.62408,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-19,46.16098,-124.45,13.16178002,28.75191488,30421.70006,1,1,0,0,0,0,0
JSOES,June,1999,1999-06-19,46.1566,-124.5462,12.628935,30.4758049,37549.67591,0,1,0,0,0,1,0
JSOES,June,1999,1999-06-19,46.15053,-124.6882,13.55098,31.759445,48233.33394,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-19,46.15353,-124.8126,13.88136501,31.80166998,57475.2319,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-20,46.179,-124.0814,10.23077002,31.03829508,6164.22747,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-20,46.16597,-124.1562,9.741220021,31.41017017,10122.97778,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-20,46.15378,-124.3285,10.51035995,29.95833502,21938.53297,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-21,45.4682,-124.0131,11.35560501,30.29303007,1773.39278,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-21,45.45915,-124.0404,11.10686498,30.78572998,3699.434178,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-21,45.47122,-124.0931,12.04567008,29.22857504,7909.588937,0,0,0,0,0,1,0
JSOES,June,1999,1999-06-21,45.48817,-124.2062,12.04796851,30.61068956,16943.09408,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-21,45.49617,-124.3213,12.09194503,30.08703995,25964.52219,0,0,0,1,0,0,0
JSOES,June,1999,1999-06-21,45.48418,-124.4526,13.64956503,30.77164497,36026.25584,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-22,45.03848,-124.0396,10.15771999,31.69545469,1950.810692,1,0,1,0,0,0,0
JSOES,June,1999,1999-06-22,45.0361,-124.0737,10.70833502,31.23493481,4296.159045,0,0,1,0,0,0,0
JSOES,June,1999,1999-06-22,45.03863,-124.1431,10.70293503,31.54018011,9730.186073,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-22,45.03453,-124.2352,13.52665501,30.11181002,16921.50578,0,0,0,1,0,0,0
JSOES,June,1999,1999-06-22,45.4839,-124.0103,10.69658504,31.10699511,2361.163108,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-22,45.4562,-124.0286,11.66897984,29.36949511,2812.211898,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-23,44.65878,-124.1737,10.90230508,32.68609982,7554.364866,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-23,44.65832,-124.2832,10.02071004,31.80622463,16118.81933,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-23,44.6467,-124.3978,11.80421,30.99356012,25299.2126,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-23,44.66493,-124.519,13.04969997,30.4881999,34717.2683,0,1,0,0,0,0,0
JSOES,June,1999,1999-06-24,45.72405,-123.9738,11.68109503,30.18026028,2249.450069,1,0,0,0,0,0,0
JSOES,June,1999,1999-06-24,45.71743,-124.0272,12.54183497,30.42560978,5656.229157,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-24,45.72633,-124.1112,13.18276501,30.017665,9827.583291,0,0,0,0,0,0,0
JSOES,June,1999,1999-06-24,45.72433,-124.1818,11.43359013,30.04034996,15042.85774,0,1,0,0,0,0,0
JSOES,June,1999,1999-06-24,45.72222,-124.2958,11.40700498,29.30957985,23711.14388,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-21,47.92204,-124.7543,10.58949995,32.78799973,5211.123841,1,0,0,0,0,0,0
JSOES,September,1999,1999-09-22,47.90597,-124.7327,9.158180046,33.33610935,4533.315016,0,0,0,0,1,1,0
JSOES,September,1999,1999-09-22,47.9245,-124.7989,9.95150001,32.80199966,8460.243171,0,1,0,0,0,1,0
JSOES,September,1999,1999-09-22,47.91467,-124.9022,10.54652004,32.4276845,15424.71803,0,0,0,1,0,1,0
JSOES,September,1999,1999-09-22,47.91575,-124.9833,10.70208993,32.16073017,20719.56193,0,1,0,0,0,1,0
JSOES,September,1999,1999-09-22,47.91718,-125.1075,10.84892998,32.10205002,29412.30676,0,0,0,1,1,1,0
JSOES,September,1999,1999-09-22,47.91627,-125.2,10.74924002,32.19429989,36125.92923,0,1,0,1,1,1,0
JSOES,September,1999,1999-09-22,47.91615,-125.3422,10.66368504,32.01799002,46532.91787,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-23,47.01002,-124.2699,9.452666791,33.13266627,7242.390273,1,0,0,0,1,0,0
JSOES,September,1999,1999-09-23,46.99437,-124.3202,10.18800001,32.94200001,11061.02092,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-23,46.98701,-124.4048,10.8585,32.81500034,17486.12485,0,0,0,0,1,0,0
JSOES,September,1999,1999-09-23,46.98413,-124.5481,12.25800004,32.46050014,28389.91128,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-23,46.98585,-124.6814,11.68650002,32.3385004,38528.84291,0,0,0,0,0,1,0
JSOES,September,1999,1999-09-23,46.98912,-124.8021,11.13249993,32.43000031,47710.16362,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-24,46.656,-124.2844,10.41900005,32.90249958,16279.40061,0,0,0,0,1,1,0
JSOES,September,1999,1999-09-24,46.6551,-124.3921,10.63500009,32.68799973,24489.23137,0,0,1,0,1,1,0
JSOES,September,1999,1999-09-24,46.65532,-124.4986,11.73550005,32.51649952,32240.61575,0,0,1,1,1,1,0
JSOES,September,1999,1999-09-24,46.6665,-124.6061,12.552,32.18050022,39652.5929,0,0,0,0,0,1,0
JSOES,September,1999,1999-09-24,46.65715,-124.7664,12.66500006,32.21700039,51797.40108,0,0,0,0,0,1,0
JSOES,September,1999,1999-09-25,46.16582,-124.1017,10.16733329,32.23866641,7973.416289,0,0,0,0,1,1,0
JSOES,September,1999,1999-09-25,46.16751,-124.1631,9.304500055,32.40650015,10363.44244,0,0,0,0,1,1,0
JSOES,September,1999,1999-09-25,46.16745,-124.206,9.015000057,32.47349968,12912.30437,0,0,0,0,1,0,0
JSOES,September,1999,1999-09-25,46.17617,-124.3304,9.023000002,32.6494998,21187.08196,0,1,0,0,0,0,0
JSOES,September,1999,1999-09-25,46.16925,-124.4569,10.34550004,32.70250015,30581.14307,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-25,46.16825,-124.5438,12.05299997,32.41900005,36973.78617,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-26,45.73392,-123.9849,10.79222213,32.48722257,1899.466303,0,0,0,0,1,0,0
JSOES,September,1999,1999-09-26,45.714,-124.0213,10.0085,32.67000008,5495.288918,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-26,45.72337,-124.1094,10.2665,32.56799994,9848.470386,0,1,0,0,0,0,0
JSOES,September,1999,1999-09-26,46.16459,-124.0995,9.933684148,32.59894742,8051.188653,0,0,1,0,1,0,0
JSOES,September,1999,1999-09-26,46.16187,-124.1536,9.304500055,32.40650015,10338.55968,0,0,0,0,1,0,0
JSOES,September,1999,1999-09-27,45.72498,-124.2926,11.048,32.3874999,23407.40175,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-27,45.71897,-124.4147,10.34449987,32.61699944,32887.54336,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-27,45.48633,-124.0072,9.934000015,33.07800026,2012.15219,1,0,1,0,1,0,0
JSOES,September,1999,1999-09-27,45.4749,-124.0382,9.918000078,32.99149914,3866.08118,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-27,45.47367,-124.0885,9.52050004,32.81300011,7601.442105,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-28,45.03333,-124.0414,9.956500006,33.1460001,1774.790326,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-28,45.06293,-124.0784,9.431500101,32.82500038,4702.486291,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-28,45.49007,-124.2144,11.76749992,32.05100021,17611.87915,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-28,45.48628,-124.3225,12.5645,31.96999998,25915.28786,0,1,0,0,0,1,0
JSOES,September,1999,1999-09-28,45.47545,-124.4461,11.86800008,32.10699959,35462.9534,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-28,45.49225,-124.5633,12.24599996,32.14249992,44722.64363,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-29,45.05803,-124.1319,10.91149998,32.65999947,8920.969462,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-29,45.04284,-124.2393,11.17700005,32.31499996,17313.72022,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-29,45.03957,-124.3349,13.14549994,31.87250004,24796.10819,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-29,44.67263,-124.13,8.651000166,33.61550045,3867.12376,0,0,1,0,1,0,0
JSOES,September,1999,1999-09-29,44.67698,-124.1741,9.03249979,33.47900009,7345.548022,0,0,0,0,1,0,0
JSOES,September,1999,1999-09-30,44.25488,-124.1446,8.337894841,33.77105251,2402.071638,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-30,44.26102,-124.2006,8.995499897,33.52400017,6921.924486,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-30,44.67223,-124.4059,10.03800006,32.67249947,25728.62532,0,0,0,0,0,0,0
JSOES,September,1999,1999-09-30,44.67613,-124.5169,11.37649999,32.3640007,34525.39227,0,1,0,0,0,0,0
JSOES,September,1999,1999-10-01,44.25678,-124.3394,9.5125,33.36799927,17915.56207,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-17,44.6657,-124.1834,9.410000062,33.27150002,8163.558261,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-18,44.68613,-124.1347,9.675500011,33.12350025,4363.488024,1,0,0,0,0,0,0
JSOES,June,2000,2000-06-18,44.67216,-124.2002,8.882500029,33.52949982,9424.62786,1,0,0,0,0,0,0
JSOES,June,2000,2000-06-18,44.69316,-124.2899,9.034500027,32.77299976,16633.05109,1,0,0,0,0,0,0
JSOES,June,2000,2000-06-18,44.64667,-124.4017,12.02900014,31.78900061,25606.48222,0,0,0,0,1,0,0
JSOES,June,2000,2000-06-19,45.495,-124.0167,9.550000048,32.67849989,2465.900047,1,0,0,0,0,0,0
JSOES,June,2000,2000-06-19,45.5,-124.0383,9.251000023,32.46800041,4176.76302,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-19,45.50834,-124.09,10.23000004,32.00473655,8307.514782,0,0,1,0,0,1,0
JSOES,June,2000,2000-06-19,45.505,-124.2067,11.48050003,31.30149984,17343.27561,0,0,0,0,0,1,0
JSOES,June,2000,2000-06-19,45.5,-124.3267,12.27249994,31.16550035,26448.22894,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-20,46.17833,-124.12,9.660499907,32.08849974,7327.939736,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-20,46.17833,-124.1733,10.0335001,31.70699987,10159.12051,0,0,1,0,1,1,0
JSOES,June,2000,2000-06-20,46.18167,-124.2133,12.13200006,29.98900013,12574.80972,0,0,0,0,1,1,0
JSOES,June,2000,2000-06-20,46.18333,-124.33,12.95899992,29.67550011,20928.69479,0,0,1,0,0,1,0
JSOES,June,2000,2000-06-20,46.16833,-124.4533,12.76750007,30.82850008,30357.11449,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-21,46.17833,-124.5583,12.55800009,30.57199993,37741.23468,0,0,1,0,0,0,0
JSOES,June,2000,2000-06-21,46.18833,-124.69,13.3525001,30.52399969,47420.21587,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-24,47.01966,-124.3142,9.659500074,32.28649979,10581.2748,0,0,1,0,0,0,0
JSOES,June,2000,2000-06-24,47.01833,-124.4133,9.644999981,32.24250002,18116.12995,1,0,1,0,1,1,0
JSOES,June,2000,2000-06-24,47.01333,-124.5533,10.37350011,32.10099993,28774.22357,0,1,0,0,0,0,0
JSOES,June,2000,2000-06-24,47.0165,-124.6942,10.81700001,32.03899975,39470.85111,0,1,0,0,0,0,0
JSOES,June,2000,2000-06-24,47.01667,-124.8117,12.49250007,31.54350033,48401.89119,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-24,47.0065,-124.9297,11.83649998,31.83050003,57404.24122,1,0,0,0,0,0,0
JSOES,June,2000,2000-06-25,47.87167,-124.7173,10.24550004,32.6914999,5758.657524,0,0,0,0,1,0,0
JSOES,June,2000,2000-06-25,47.92583,-124.7952,10.02049992,32.32349987,8170.35686,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-25,47.91833,-124.8733,10.59399991,32.04450006,13418.6459,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-25,47.92667,-124.96,9.958999968,31.83549995,18641.88279,0,0,0,0,0,0,0
JSOES,June,2000,2000-06-25,47.93667,-125.085,11.21399999,31.50549974,27241.43828,0,1,0,0,0,0,0
JSOES,September,2000,2000-09-19,47.9165,-124.7515,13.48369493,31.79745998,5183.285096,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-19,47.91967,-124.7918,14.59177499,31.37281504,8010.776841,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-19,47.914,-124.8743,13.50795007,31.87535515,13770.18764,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-19,47.9185,-124.9653,11.32674499,32.41227989,19366.26824,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-19,47.92633,-125.1937,11.93051,32.21342001,35423.061,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-20,47.00767,-124.3233,14.39331503,30.87901506,11303.49563,0,0,0,1,1,1,0
JSOES,September,2000,2000-09-20,47.01367,-124.4177,14.44665003,30.67361975,18474.62635,0,0,0,0,0,1,0
JSOES,September,2000,2000-09-20,46.987,-124.5548,12.46096001,31.82189989,28897.28447,0,0,0,0,0,1,0
JSOES,September,2000,2000-09-20,46.98817,-124.6912,13.28429008,31.805865,39273.66567,0,0,0,0,0,1,0
JSOES,September,2000,2000-09-20,47.0125,-124.8157,13.25114994,32.0465353,48717.88786,0,0,0,1,0,1,0
JSOES,September,2000,2000-09-20,47.0055,-124.9387,13.05159998,32.04916983,58092.44095,0,0,0,0,1,0,0
JSOES,September,2000,2000-09-21,46.16467,-124.1602,12.58028502,30.52713528,10437.54163,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-21,46.17484,-124.2243,13.62728009,29.68876476,13681.91973,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-21,46.18017,-124.3422,13.8619751,29.87575493,21930.68937,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-21,46.15667,-124.4392,14.06431999,30.46639986,29843.41667,0,0,1,0,0,0,0
JSOES,September,2000,2000-09-21,46.18117,-124.5645,14.45938005,30.15618,38124.70002,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-22,45.50883,-124.0108,9.531839895,32.75075016,2456.260535,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-22,45.47433,-124.039,9.366450071,32.64586496,3898.588213,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-22,45.49833,-124.0947,9.395839977,32.55616035,8565.123852,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-22,45.49717,-124.2063,10.97946,32.4371501,17158.85034,0,1,0,1,0,0,0
JSOES,September,2000,2000-09-22,45.49583,-124.3228,12.69215002,31.82008562,26074.80657,0,0,0,0,0,0,1
JSOES,September,2000,2000-09-22,45.49733,-124.4515,13.58306499,31.8048151,36072.98699,0,0,0,0,0,0,1
JSOES,September,2000,2000-09-23,45.038,-124.0438,8.538244963,33.65531521,2185.771071,0,0,0,0,1,0,0
JSOES,September,2000,2000-09-23,44.68433,-124.1722,9.836170006,33.47752514,7252.092068,0,0,0,0,1,0,0
JSOES,September,2000,2000-09-23,44.67617,-124.2868,9.606364965,33.36081524,16280.84275,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-23,44.67567,-124.4008,9.483330011,32.80515003,25320.00639,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-23,44.67783,-124.5177,9.725725031,32.60715504,34588.87818,0,0,0,0,0,0,0
JSOES,September,2000,2000-09-24,46.10966,-124.1692,12.09577999,31.75068989,15831.90409,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-24,47.91678,-124.7488,8.411375046,33.40161972,4983.081933,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-24,47.9155,-124.7885,11.73905497,32.25311499,7866.101776,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-24,47.92317,-124.8822,12.03524008,31.98798952,13656.34599,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-24,47.92033,-124.9582,13.27880507,31.81960993,18798.98466,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-24,47.92683,-125.0898,11.87120991,32.02023506,27850.81859,0,0,0,0,0,0,1
JSOES,June,2001,2001-06-24,47.92417,-125.1955,12.39596996,31.8747448,35604.32765,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-25,47.54016,-124.5148,9.082575011,33.28150463,11774.55911,1,0,0,0,0,0,0
JSOES,June,2001,2001-06-25,47.53767,-124.6098,12.9854002,31.97179985,17495.66933,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-25,47.53917,-124.7027,11.95834002,32.0697648,21780.52183,0,0,1,0,0,0,0
JSOES,June,2001,2001-06-25,47.534,-124.7052,12.07904987,32.07595987,22313.12906,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-25,47.53783,-124.8108,12.91077499,31.95232038,28343.45867,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-25,47.53533,-124.9347,13.24425998,31.94370995,36691.75172,0,0,0,0,0,0,1
JSOES,June,2001,2001-06-26,47.00717,-124.3223,9.888470078,32.71873016,11225.97308,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-26,47.009,-124.4227,10.34226003,32.93335972,18862.18738,1,0,0,0,0,0,0
JSOES,June,2001,2001-06-26,47.00583,-124.5715,10.77683005,32.75571499,30174.02466,1,0,0,0,0,0,0
JSOES,June,2001,2001-06-26,46.99733,-124.692,12.22618995,32.1303896,39342.68265,0,0,0,0,0,1,0
JSOES,June,2001,2001-06-26,47.00683,-124.818,12.11560502,32.05009985,48915.08756,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-26,47.00433,-124.939,13.58547516,31.99312506,58120.49142,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-27,46.676,-124.186,10.38172007,32.42091494,9264.255411,1,0,0,0,0,0,0
JSOES,June,2001,2001-06-27,46.6735,-124.2892,11.15275006,32.25854473,16903.36447,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-27,46.67633,-124.4035,10.86199999,32.40320034,24618.61761,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-27,46.67183,-124.5068,12.31057506,32.05526524,32207.34571,0,0,0,1,1,1,1
JSOES,June,2001,2001-06-27,46.67533,-124.6085,12.13364506,32.11978483,39577.7439,0,0,0,0,0,1,0
JSOES,June,2001,2001-06-28,46.15533,-124.0758,12.22918506,31.36661978,7741.433362,0,0,0,0,1,0,0
JSOES,June,2001,2001-06-28,46.14967,-124.142,10.61297007,31.36104517,10930.57423,1,0,0,0,1,0,0
JSOES,June,2001,2001-06-28,46.15117,-124.2007,9.995550013,31.77722492,13719.24575,0,1,1,1,0,1,0
JSOES,June,2001,2001-06-28,46.17633,-124.3437,9.890654945,32.57827988,22162.29864,0,0,0,0,0,1,0
JSOES,June,2001,2001-06-28,46.17133,-124.4527,9.890654945,32.57827988,30196.56773,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-28,46.17083,-124.5575,12.07088513,32.27077503,37905.50942,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-28,46.1765,-124.6992,13.42765994,32.1210947,48373.6833,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-29,45.46183,-124.0172,12.19144006,31.93246031,1889.645702,0,0,0,0,1,0,0
JSOES,June,2001,2001-06-29,45.46583,-124.033,12.25536499,32.20910473,3174.896447,0,0,1,0,0,0,0
JSOES,June,2001,2001-06-29,45.49217,-124.096,12.58112502,32.12076988,8672.296817,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-29,45.46333,-124.205,13.52332492,32.07077503,16573.7239,1,0,1,1,0,1,0
JSOES,June,2001,2001-06-29,45.48333,-124.328,13.58791995,32.15472527,26309.88458,0,0,1,0,0,1,1
JSOES,June,2001,2001-06-29,45.47033,-124.4418,13.668255,32.0883297,35106.06151,0,0,0,0,0,0,1
JSOES,June,2001,2001-06-30,45.06767,-124.034,9.54420495,33.02816496,1374.490982,0,0,0,1,1,1,0
JSOES,June,2001,2001-06-30,45.07617,-124.0772,12.23350005,32.09656992,4889.562155,0,0,1,0,1,1,0
JSOES,June,2001,2001-06-30,45.03117,-124.1362,11.19324994,32.0608345,9111.248241,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-30,45.02983,-124.2328,11.51009498,32.15282001,16714.46,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-30,45.05983,-124.2372,13.00865011,32.19533482,17207.83535,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-30,45.032,-124.336,13.90137501,32.00309,24850.31291,0,0,0,0,0,0,0
JSOES,June,2001,2001-06-30,45.06033,-124.4607,14.19161997,31.94393015,34810.68532,0,0,0,0,0,0,0
JSOES,June,2001,2001-07-01,44.65833,-124.1842,10.82273984,32.96139469,8375.224185,1,0,0,0,1,0,0
